suite,method,bounded,lr,count,dice,condition,min_singular_value,max_singular_value,nonpositive_determinants,extreme_scale_runs,dice_change_from_rigid,dice_worse_than_rigid,seconds,loss_value,tre_mean_mm,tre_median_mm,tre_worse_than_rigid,tre_max_mm
brains_native,matrix,True,0.001,3,0.9432828646371986,1.0842745701471965,0.9119020700454712,1.0534671545028687,0,0,-0.00423472153712993,1,2.674177285671855,-0.6510668794314066,5.360163506090512,2.8324304234693214,0,7.99137382147136
brains_native,polar,True,0.001,3,0.9531155321865898,1.0674062569936116,0.9618873000144958,1.0626214742660522,0,0,0.005597946012261416,0,3.2832494478983185,-0.6487149198849996,5.359632551631661,2.83201186370028,0,7.990266465710616
brains_native,matrix,True,0.003,3,0.879815160276125,1.134333332379659,0.7500001788139343,1.034079909324646,0,0,-0.0677024258982033,1,2.672161359262342,-0.6619644363721212,5.359879434581206,2.8321048807910394,0,7.9905610762062045
brains_native,polar,True,0.003,3,0.8617568502408065,1.0977145433425903,0.7500015497207642,1.0340850353240967,0,0,-0.08576073593352185,1,3.1753406786204628,-0.6666992902755737,5.360745167170506,2.832315592156942,0,7.991495468058247
brains_native,matrix,True,0.01,3,0.8352832213243283,1.050084908803304,0.7499996423721313,1.034104824066162,0,0,-0.11223436484999998,1,2.673435856665795,-0.6745433608690897,5.35982271829679,2.833218783039093,0,7.989941973688074
brains_native,polar,True,0.01,3,0.8295272345082867,1.0326573451360066,0.7500014305114746,1.034184455871582,0,0,-0.11799035166604173,1,3.1751639486756176,-0.6758487621943156,5.3600079252035835,2.8324594354559602,0,7.992252384855746
brains_native,matrix,True,0.03,3,0.8318479314940346,1.0403434832890828,0.7499998211860657,1.0342118740081787,0,0,-0.11566965468029385,1,2.6803622940399996,-0.6681339542071024,5.212132498603561,2.8584747492985025,0,7.663324075917966
brains_native,polar,True,0.03,3,0.838353568448031,1.0615208148956299,0.7500014305114746,1.0340542793273926,0,0,-0.1091640177262974,1,3.394541626640906,-0.6657817165056864,5.2141081357870505,2.853069056600507,0,7.660384290374402
brains_native,matrix,True,0.1,3,0.8327832019423286,1.0445541143417358,0.7499996423721313,1.05372953414917,0,0,-0.11473438423199993,1,2.744515819630275,-0.6496266722679138,5.262599485678183,2.867364974459511,0,7.554838131416416
brains_native,polar,True,0.1,3,0.8336698697960743,1.0442592302958171,0.7500013709068298,1.0540833473205566,0,0,-0.11384771637825412,1,3.395365355691562,-0.6521749496459961,5.286849503109705,2.8824498568225905,1,7.566979320234468
brains_native_nr0,identity,False,0.0,3,0.8964346663124964,1.0,1.0,1.0,0,0,-0.051084292542821354,2,,,10.738232747716495,10.852051503061638,1,19.006610177156197
brains_native_nr0,rigid,False,0.0,3,0.9475189588553176,1.0,1.0,1.0,0,0,0.0,0,3.261119318737959,,5.528693059035344,2.9623240721688715,0,8.164823262448772
brains_native_nr0,matrix,False,0.001,3,0.9609315905269314,1.0967392126719158,0.9694262146949768,1.1671080589294434,0,0,0.013412631671613884,0,2.6337493393414966,-0.23764174431562424,5.367845561353554,2.870319253371441,0,7.997630264772409
brains_native_nr0,polar,False,0.001,3,0.9608147870936145,1.0962018569310505,0.9694819450378418,1.1672793626785278,0,0,0.013295828238296892,0,3.3524786139993616,-0.2376427873969078,5.367813246652056,2.8696067649103565,0,7.997564208981229
brains_native_nr0,matrix,False,0.003,3,0.9608231096628578,1.0962758461634319,0.9694511294364929,1.1674734354019165,0,0,0.013304150807540068,0,2.648700415622443,-0.23764276752869287,5.367863291469918,2.8705664438693335,0,7.9970695927576605
brains_native_nr0,polar,False,0.003,3,0.960824615923337,1.0962385733922322,0.9694581627845764,1.1671909093856812,0,0,0.013305657068019413,0,3.2763330723779895,-0.23764273524284363,5.367796245642273,2.8702881014139026,0,7.998310106432754
brains_native_nr0,matrix,False,0.01,3,0.9608134980203791,1.0962449312210083,0.9694406986236572,1.1673520803451538,0,0,0.013294539165061403,0,2.675118309368069,-0.2376422087351481,5.369919926159911,2.8699225362837186,0,7.999429680279776
brains_native_nr0,polar,False,0.01,3,0.9607862341316297,1.0898832082748413,0.9694799184799194,1.1538444757461548,0,0,0.013267275276311996,0,3.2026461999242506,-0.23770430435736975,5.366051919213906,2.868525985164313,0,7.997290927693655
brains_native_nr0,matrix,False,0.03,3,0.9607476265589224,1.0898016293843586,0.9693460464477539,1.1535660028457642,0,0,0.013228667703604832,0,2.6085411912451186,-0.2376807083686193,5.363981767459734,2.8681004577974525,0,7.99489342594182
brains_native_nr0,polar,False,0.03,3,0.9609747722175426,1.0898281733194988,0.9696255326271057,1.1548702716827393,0,0,0.013455813362224936,0,3.2019486053225896,-0.237579216559728,5.380858323053185,2.8822719987496077,0,7.9983379674345
brains_native_nr0,matrix,False,0.1,3,0.6485254770638097,2.7082789738972983,0.334333211183548,2.003479480743408,0,1,-0.2989934817915079,1,2.6444594947000346,-0.2952000747124354,5.278121598055923,2.8488332358951154,0,7.581928047047198
brains_native_nr0,polar,False,0.1,3,0.652294387507394,6.125697573026021,0.8701475858688354,14.136526107788086,0,1,-0.29522457134792374,1,3.280272701056674,-0.26433701316515607,5.321258050196578,2.719438231134221,0,7.7092653815967775
brains_native_nr0,matrix,True,0.001,3,0.9609392542344203,1.0966858466466267,0.9694314002990723,1.1671442985534668,0,0,0.013420295379102646,0,2.6815594693956277,-0.23764173438151678,5.367813327678817,2.8700903504775703,0,7.9980147992988595
brains_native_nr0,polar,True,0.001,3,0.960817223979389,1.0961732467015584,0.969443678855896,1.1672438383102417,0,0,0.013298265124071396,0,3.245147088697801,-0.23764280478159586,5.367709299284875,2.870066511115134,0,7.997435680473442
brains_native_nr0,matrix,True,0.003,3,0.960826847389406,1.0963204701741536,0.9694922566413879,1.167766809463501,0,0,0.013307888534088411,0,2.68475960722814,-0.23764275511105856,5.368431601887799,2.870804292138881,0,7.998215724049831
